# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RSC30	YHR056C	YHR056C	protein_coding	0	0	0	39	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	26
RSC4	YKR008W	YKR008W	protein_coding	0	0	1	15	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	7
RSC58	YLR033W	YLR033W	protein_coding	0	1	1	10	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	4
RSC6	YCR052W	YCR052W	protein_coding	0	3	1	14	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	3	9
RSC8	YFR037C	YFR037C	protein_coding	0	9	1	58	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	9	39
RSC9	YML127W	YML127W	protein_coding	0	0	1	8	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	5
RSE1	YML049C	YML049C	protein_coding	0	0	1	36	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	22
RSF1	YMR030W	YMR030W	protein_coding	0	0	3	15	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	7
RSF2	YJR127C	YJR127C	protein_coding	0	21	11	22	0	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	21	9
RSM10	YDR041W	YDR041W	protein_coding	0	0	0	22	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	6
RSM18	YER050C	YER050C	protein_coding	1	1	0	49	0	0	0	0	33	0	0	0	0	0	0	0	0	1	0	0	0	1	16
RSM19	YNR037C	YNR037C	protein_coding	0	1	0	34	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	19
RSM22	YKL155C	YKL155C	protein_coding	0	0	1	11	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	6
RSM23	YGL129C	YGL129C	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7
RSM24	YDR175C	YDR175C	protein_coding	0	1	0	21	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	13
RSM25	YIL093C	YIL093C	protein_coding	0	2	1	61	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	2	49
RSM26	YJR101W	YJR101W	protein_coding	0	0	0	30	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RSM27	YGR215W	YGR215W	protein_coding	0	0	0	40	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	34
RSM28	YDR494W	YDR494W	protein_coding	0	0	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6
RSM7	YJR113C	YJR113C	protein_coding	0	1	0	18	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	13
RSN1	YMR266W	YMR266W	protein_coding	0	0	3	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3
RSP5	YER125W	YER125W	protein_coding	0	6	1	22	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	6	8
RSR1	YGR152C	YGR152C	protein_coding	0	5	2	73	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	5	34
RTA1	YGR213C	YGR213C	protein_coding	0	5	3	45	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	0	0	5	16
RTC1	YOL138C	YOL138C	protein_coding	0	11	2	66	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	11	33
RTC2	YBR147W	YBR147W	protein_coding	0	9	3	88	0	0	0	0	43	0	0	0	3	0	0	0	0	0	0	0	0	9	45
RTC3	YHR087W	YHR087W	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RTC4	YNL254C	YNL254C	protein_coding	0	2	2	16	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	13
RTC5	YOR118W	YOR118W	protein_coding	0	1	1	31	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	1	17
RTC6	YPL183W-A	YPL183W-A	protein_coding	0	0	1	24	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	3
RTF1	YGL244W	YGL244W	protein_coding	0	0	0	39	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RTG1	YOL067C	YOL067C	protein_coding	0	3	1	39	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	3	33
RTG2	YGL252C	YGL252C	protein_coding	0	3	1	46	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	3	7
RTG3	YBL103C	YBL103C	protein_coding	0	2	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	4
RTK1	YDL025C	YDL025C	protein_coding	0	0	4	11	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	3
RTN1	YDR233C	YDR233C	protein_coding	0	1	4	17	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	1	4
RTN2	YDL204W	YDL204W	protein_coding	0	4	0	69	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	4	25
RTP1	YMR185W	YMR185W	protein_coding	0	1	3	22	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	1	11
RTR1	YER139C	YER139C	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6
RTR2	YDR066C	YDR066C	protein_coding	0	3	2	57	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	0	3	22
RTS1	YOR014W	YOR014W	protein_coding	0	5	4	60	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	5	37
RTS2	YOR077W	YOR077W	protein_coding	0	0	2	72	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	0	40
RTS3	YGR161C	YGR161C	protein_coding	0	1	2	53	0	0	0	0	40	0	0	0	2	0	0	0	0	0	0	0	0	1	13
RTT10	YPL183C	YPL183C	protein_coding	0	7	6	15	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	7	12
RTT101	YJL047C	YJL047C	protein_coding	0	12	2	47	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	12	19
RTT102	YGR275W	YGR275W	protein_coding	0	0	0	22	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	12
RTT103	YDR289C	YDR289C	protein_coding	0	0	2	12	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	6
RTT105	YER104W	YER104W	protein_coding	0	0	0	28	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	10
RTT106	YNL206C	YNL206C	protein_coding	0	0	0	50	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	29
RTT107	YHR154W	YHR154W	protein_coding	0	6	11	53	0	0	0	0	26	0	0	0	11	0	0	0	0	0	0	0	0	6	27
RTT109	YLL002W	YLL002W	protein_coding	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RUB1	YDR139C	YDR139C	protein_coding	0	0	1	35	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	13
RUD3	YOR216C	YOR216C	protein_coding	0	4	1	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	3
RUF20	RUF20	RUF20	lincRNA	0	0	0	48	0	0	0	0	29	0	0	0	0	2	0	0	0	0	0	0	0	0	17
RUF21	RUF21	RUF21	lincRNA	0	0	0	52	0	0	0	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	23
RUF22	RUF22	RUF22	lincRNA	0	0	0	37	0	0	0	0	26	0	0	0	0	7	0	0	0	0	0	0	0	0	4
RUF23	RUF23	RUF23	lincRNA	0	0	0	21	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	3
RUF5-1	RUF5-1	RUF5-1	lincRNA	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
RUF5-2	RUF5-2	RUF5-2	lincRNA	0	0	0	27	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	13
RUP1	YOR138C	YOR138C	protein_coding	0	6	5	58	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	0	6	33
RVB1	YDR190C	YDR190C	protein_coding	0	2	0	21	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	17
RVB2	YPL235W	YPL235W	protein_coding	0	10	0	95	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	10	53
RVS161	YCR009C	YCR009C	protein_coding	0	1	1	17	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	7
RVS167	YDR388W	YDR388W	protein_coding	0	1	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	4
RXT2	YBR095C	YBR095C	protein_coding	0	1	3	46	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	1	19
RXT3	YDL076C	YDL076C	protein_coding	0	1	1	13	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	9
SAC1	YKL212W	YKL212W	protein_coding	0	0	0	67	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	34
SAC3	YDR159W	YDR159W	protein_coding	0	2	0	18	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	11
SAC6	YDR129C	YDR129C	protein_coding	0	1	0	22	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	11
SAC7	YDR389W	YDR389W	protein_coding	0	1	0	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	10
SAD1	YFR005C	YFR005C	protein_coding	0	7	5	61	0	0	0	0	20	0	0	0	5	0	0	0	0	0	0	0	0	7	41
SAE2	YGL175C	YGL175C	protein_coding	0	3	1	57	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	3	29
SAE3	YHR079C-A	YHR079C-A	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SAF1	YBR280C	YBR280C	protein_coding	0	1	2	24	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	1	17
SAG1	YJR004C	YJR004C	protein_coding	0	2	0	30	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	14
SAH1	YER043C	YER043C	protein_coding	0	2	0	50	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	32
SAK1	YER129W	YER129W	protein_coding	0	4	5	31	0	0	0	0	18	0	0	0	5	0	0	0	0	0	0	0	0	4	13
SAL1	YNL083W	YNL083W	protein_coding	1	0	1	16	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0	12
SAM1	YLR180W	YLR180W	protein_coding	0	5	0	62	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	5	31
SAM2	YDR502C	YDR502C	protein_coding	0	0	1	101	0	0	0	0	55	0	0	0	1	0	0	0	0	0	0	0	0	0	46
SAM3	YPL274W	YPL274W	protein_coding	0	5	4	13	0	0	0	0	11	0	0	0	4	0	0	0	1	0	0	0	1	4	2
SAM35	YHR083W	YHR083W	protein_coding	0	1	3	7	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	1	2
SAM37	YMR060C	YMR060C	protein_coding	0	4	2	53	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	4	28
SAM4	YPL273W	YPL273W	protein_coding	0	4	0	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4	11
SAM50	YNL026W	YNL026W	protein_coding	0	7	3	52	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	0	7	24
SAN1	YDR143C	YDR143C	protein_coding	0	0	3	45	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	30
SAP1	YER047C	YER047C	protein_coding	0	9	9	87	0	0	0	0	49	0	0	0	9	0	0	0	0	0	0	0	0	9	38
SAP155	YFR040W	YFR040W	protein_coding	0	13	5	73	0	1	0	0	33	0	0	0	5	0	0	0	0	0	0	0	0	13	40
SAP185	YJL098W	YJL098W	protein_coding	0	1	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	4
SAP190	YKR028W	YKR028W	protein_coding	0	1	3	28	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	1	6
SAP30	YMR263W	YMR263W	protein_coding	0	1	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	4
SAP4	YGL229C	YGL229C	protein_coding	0	5	4	26	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	5	21
SAR1	YPL218W	YPL218W	protein_coding	0	1	0	5	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	2
SAS10	YDL153C	YDL153C	protein_coding	0	1	7	75	0	0	0	0	40	0	0	0	7	0	0	0	0	0	0	0	0	1	35
SAS2	YMR127C	YMR127C	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SAS3	YBL052C	YBL052C	protein_coding	0	12	6	62	0	1	0	0	29	0	0	0	5	0	0	0	0	0	0	0	0	12	33
SAS4	YDR181C	YDR181C	protein_coding	1	2	0	41	0	0	0	0	27	1	0	0	0	0	0	0	0	0	0	0	0	2	14
SAS5	YOR213C	YOR213C	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SAT4	YCR008W	YCR008W	protein_coding	0	1	0	18	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	7
SAW1	YAL027W	YAL027W	protein_coding	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12
SAY1	YGR263C	YGR263C	protein_coding	0	1	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	4
SBA1	YKL117W	YKL117W	protein_coding	0	4	2	88	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	4	57
SBE2	YDR351W	YDR351W	protein_coding	0	0	1	33	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	24
SBE22	YHR103W	YHR103W	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SBH1	YER087C-B	YER087C-B	protein_coding	0	0	0	41	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	26
SBH2	YER019C-A	YER019C-A	protein_coding	0	1	0	76	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	53
SBP1	YHL034C	YHL034C	protein_coding	0	1	1	27	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	1	10
SCC2	YDR180W	YDR180W	protein_coding	0	13	7	41	0	0	0	0	11	0	0	0	7	0	0	0	0	0	0	0	0	13	30
SCC4	YER147C	YER147C	protein_coding	0	2	1	29	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	2	13
SCD5	YOR329C	YOR329C	protein_coding	0	2	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	7
SCD6	YPR129W	YPR129W	protein_coding	0	1	1	9	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	5
SCH9	YHR205W	YHR205W	protein_coding	0	3	0	18	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3	9
SCJ1	YMR214W	YMR214W	protein_coding	0	0	0	35	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SCL1	YGL011C	YGL011C	protein_coding	0	6	1	29	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	6	13
SCM3	YDL139C	YDL139C	protein_coding	0	5	3	47	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	5	30
SCM4	YGR049W	YGR049W	protein_coding	0	0	0	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10
SCO1	YBR037C	YBR037C	protein_coding	0	0	2	19	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	10
SCO2	YBR024W	YBR024W	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SCP1	YOR367W	YOR367W	protein_coding	0	0	1	18	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	6
SCP160	YJL080C	YJL080C	protein_coding	0	1	3	19	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	1	14
SCR1	SCR1	SCR1	lincRNA	0	0	0	13	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	9
SCS2	YER120W	YER120W	protein_coding	0	1	0	20	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	14
SCS22	YBL091C-A	YBL091C-A	protein_coding	0	0	0	8	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	3
SCS3	YGL126W	YGL126W	protein_coding	0	0	1	22	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SCS7	YMR272C	YMR272C	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SCT1	YBL011W	YBL011W	protein_coding	0	11	2	67	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	11	35
SCW10	YMR305C	YMR305C	protein_coding	0	4	0	31	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	23
SCW11	YGL028C	YGL028C	protein_coding	0	2	3	12	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	2	7
SCW4	YGR279C	YGR279C	protein_coding	0	2	2	33	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	2	22
SCY1	YGL083W	YGL083W	protein_coding	0	14	6	22	0	0	0	0	16	0	0	0	6	0	0	0	0	0	0	0	0	14	6
SDA1	YGR245C	YGR245C	protein_coding	0	0	0	44	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	35
SDC1	YDR469W	YDR469W	protein_coding	0	0	0	23	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SDC25	YLL016W	YLL016W	pseudogene	0	0	0	113	0	0	0	0	28	0	0	0	0	39	0	0	0	0	0	0	0	0	46
SDH1	YKL148C	YKL148C	protein_coding	0	1	4	17	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	1	14
SDH2	YLL041C	YLL041C	protein_coding	0	1	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	2
SDH3	YKL141W	YKL141W	protein_coding	0	8	1	63	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	8	34
SDH4	YDR178W	YDR178W	protein_coding	0	2	0	50	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	2	12
SDH5	YOL071W	YOL071W	protein_coding	0	0	1	17	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	11
SDH6	YDR379C-A	YDR379C-A	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SDH7	YDR511W	YDR511W	protein_coding	0	3	1	100	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	3	60
SDH8	YBR269C	YBR269C	protein_coding	0	0	0	29	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	23
SDL1	YIL167W	YIL167W	pseudogene	0	0	0	113	0	0	0	0	44	0	0	0	0	4	0	0	0	0	0	0	0	0	65
SDO1	YLR022C	YLR022C	protein_coding	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SDP1	YIL113W	YIL113W	protein_coding	0	0	1	41	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	16
SDS22	YKL193C	YKL193C	protein_coding	0	5	1	84	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	5	49
SDS23	YGL056C	YGL056C	protein_coding	0	6	2	27	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	6	9
SDS24	YBR214W	YBR214W	protein_coding	0	6	2	63	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	6	31
SDS3	YIL084C	YIL084C	protein_coding	0	4	1	58	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	0	4	15
SDT1	YGL224C	YGL224C	protein_coding	0	1	1	74	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	1	26
SEA4	YBL104C	YBL104C	protein_coding	1	1	3	14	0	0	0	0	8	0	0	0	3	0	0	0	0	0	1	0	0	1	6
SEC1	YDR164C	YDR164C	protein_coding	0	2	2	10	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	2	2
SEC10	YLR166C	YLR166C	protein_coding	0	7	0	74	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	7	35
SEC11	YIR022W	YIR022W	protein_coding	0	2	0	112	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	2	76
SEC12	YNR026C	YNR026C	protein_coding	0	1	0	25	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	22
SEC13	YLR208W	YLR208W	protein_coding	0	4	0	45	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	4	28
SEC14	YMR079W	YMR079W	protein_coding	0	1	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	3
SEC15	YGL233W	YGL233W	protein_coding	0	1	2	34	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	1	24
SEC16	YPL085W	YPL085W	protein_coding	0	5	11	34	0	0	0	0	15	0	0	0	11	0	0	0	0	0	0	0	0	5	19
SEC17	YBL050W	YBL050W	protein_coding	0	1	0	68	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	36
SEC18	YBR080C	YBR080C	protein_coding	0	4	1	68	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	4	33
SEC2	YNL272C	YNL272C	protein_coding	0	1	1	9	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1	2
SEC20	YDR498C	YDR498C	protein_coding	0	5	3	96	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	5	60
SEC21	YNL287W	YNL287W	protein_coding	0	0	0	42	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	24
SEC22	YLR268W	YLR268W	protein_coding	0	3	0	64	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	3	36
SEC23	YPR181C	YPR181C	protein_coding	0	2	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	4
SEC24	YIL109C	YIL109C	protein_coding	0	1	1	28	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	1	7
SEC26	YDR238C	YDR238C	protein_coding	0	3	1	20	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	3	7
SEC27	YGL137W	YGL137W	protein_coding	0	0	0	16	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SEC28	YIL076W	YIL076W	protein_coding	0	0	0	31	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	26
SEC3	YER008C	YER008C	protein_coding	0	9	2	23	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	9	9
SEC31	YDL195W	YDL195W	protein_coding	0	13	5	81	0	0	0	0	38	0	0	0	5	0	0	0	0	0	0	0	0	13	43
SEC39	YLR440C	YLR440C	protein_coding	0	7	7	53	0	0	0	0	23	0	0	0	7	0	0	0	0	0	0	0	0	7	30
SEC4	YFL005W	YFL005W	protein_coding	0	0	1	48	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	28
SEC5	YDR166C	YDR166C	protein_coding	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SEC53	YFL045C	YFL045C	protein_coding	0	3	1	93	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	3	43
SEC59	YMR013C	YMR013C	protein_coding	0	3	1	48	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	3	26
SEC6	YIL068C	YIL068C	protein_coding	0	0	1	7	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
SEC61	YLR378C	YLR378C	protein_coding	0	2	0	72	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	2	32
SEC62	YPL094C	YPL094C	protein_coding	0	2	0	54	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	34
SEC63	YOR254C	YOR254C	protein_coding	0	1	2	19	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	1	6
SEC65	YML105C	YML105C	protein_coding	0	0	0	73	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	38
SEC66	YBR171W	YBR171W	protein_coding	0	1	0	82	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	1	33
SEC7	YDR170C	YDR170C	protein_coding	0	3	4	14	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	3	3
SEC72	YLR292C	YLR292C	protein_coding	0	1	1	77	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	0	1	34
SEC8	YPR055W	YPR055W	protein_coding	0	2	1	12	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	9
SEC9	YGR009C	YGR009C	protein_coding	0	3	2	36	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	3	14
SED1	YDR077W	YDR077W	protein_coding	0	5	0	47	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	5	21
SED4	YCR067C	YCR067C	protein_coding	0	4	4	35	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	4	26
SED5	YLR026C	YLR026C	protein_coding	0	1	1	26	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	1	13
SEF1	YBL066C	YBL066C	protein_coding	1	1	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	4
SEG1	YMR086W	YMR086W	protein_coding	0	11	7	70	0	0	0	0	44	0	0	0	7	0	0	0	0	0	0	0	0	11	26
SEG2	YKL105C	YKL105C	protein_coding	1	11	14	79	0	0	0	0	49	0	0	0	14	0	0	0	0	0	1	0	0	11	30
SEH1	YGL100W	YGL100W	protein_coding	0	0	2	26	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	15
SEM1	YDR363W-A	YDR363W-A	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SEN1	YLR430W	YLR430W	protein_coding	0	3	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	15
SEN15	YMR059W	YMR059W	protein_coding	0	1	1	50	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	1	23
SEN2	YLR105C	YLR105C	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3
